amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	cpf	is-business-order	purchase-order-number	price-designation	signature-confirmation-recommended	buyer-identification-number	buyer-identification-type 
S01-5316576-3350162	9KiusuxjdL	2026-01-13T19:42:57+00:00	2026-01-13T20:09:54+00:00	Cancelled	Amazon	Non-Amazon			Standard	-	MB-042-FBA	B0842PLHY1	Unshipped	1																false			false		
S01-2767753-9599506	Qfi0GOKpmy	2026-01-13T17:19:24+00:00	2026-01-13T17:49:13+00:00	Cancelled	Amazon	Non-Amazon			Standard	-	MB-042-FBA	B0842PLHY1	Unshipped	1																false			false		
112-8918534-3864216	112-8918534-3864216	2026-02-01T04:16:13+00:00	2026-02-05T18:07:53+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.55							THIEF RIVER FALLS	MN	56701-3227	US			false			false		
114-5015484-8127432	114-5015484-8127432	2026-02-01T02:59:15+00:00	2026-02-01T03:01:00+00:00	Cancelled	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Cancelled	0										KENOSHA	WI	53143-1903	US			false			false		
112-1344678-6888268	112-1344678-6888268	2026-02-01T02:41:05+00:00	2026-02-03T16:46:19+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49								MEDFORD	OR	97501-2304	US			false			false		
112-3947249-7345059	112-3947249-7345059	2026-02-01T01:14:32+00:00	2026-02-05T06:22:33+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.68							RIVERTON	UT	84065-6262	US			false			false		
111-5348208-6892212	111-5348208-6892212	2026-02-01T00:54:51+00:00	2026-02-06T11:24:15+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.8							QUINCY	IL	62301-1441	US			false			false		
112-8119086-3764260	112-8119086-3764260	2026-01-31T22:14:47+00:00	2026-02-05T16:50:39+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.82							Kingman	AZ	86401	US			false			false		
114-6189715-7804221	114-6189715-7804221	2026-01-31T21:32:57+00:00	2026-02-02T21:31:33+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.39							SIOUX FALLS	SD	57108-3819	US			false			false		
113-9821537-0166623	113-9821537-0166623	2026-01-31T21:05:16+00:00	2026-02-04T07:41:03+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.21							WOODWARD	OK	73801-9230	US			false			false		
112-4160571-5341825	112-4160571-5341825	2026-01-31T19:00:39+00:00	2026-02-03T15:14:21+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.8							LOCKPORT	NY	14094-6259	US			false			false		
113-9545006-6826640	113-9545006-6826640	2026-01-31T18:59:39+00:00	2026-02-06T13:28:31+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.35							CHESAPEAKE	VA	23322-1834	US			false			false		
111-7176489-2881816	111-7176489-2881816	2026-01-31T18:49:38+00:00	2026-02-09T14:39:06+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.12							PARKER	CO	80134-9538	US			false			false		
111-9411853-1230625	111-9411853-1230625	2026-01-31T18:04:01+00:00	2026-02-09T22:25:55+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.74							RIVERSIDE	CA	92508-9233	US			false			false		
114-3392354-0044262	114-3392354-0044262	2026-01-31T16:54:50+00:00	2026-02-04T01:32:49+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.35							PLYMOUTH	MI	48170-1658	US			false			false		
114-6473182-9821807	114-6473182-9821807	2026-01-31T16:09:44+00:00	2026-02-05T23:59:38+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49								MERCERSBURG	PA	17236-1518	US			false			false		
111-8462664-7801023	111-8462664-7801023	2026-01-31T09:30:08+00:00	2026-02-04T21:24:14+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	22.49	1.8							PARMA HEIGHTS	OH	44130-4629	US			false			false		
114-6699081-3027430	114-6699081-3027430	2026-01-31T04:38:07+00:00	2026-02-06T11:46:25+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	24.99	1.75							Wilton	ND	58579-7112	US			false			false		
112-8733388-2767444	112-8733388-2767444	2026-01-31T01:00:35+00:00	2026-02-05T17:09:53+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	24.99	1.5							CABOT	PA	16023-2127	US			false			false		
111-7781107-2589029	111-7781107-2589029	2026-01-30T23:42:18+00:00	2026-02-09T09:48:00+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	24.99	1.75							KANNAPOLIS	NC	28083-6512	US			false			false		
114-3265757-9233031	114-3265757-9233031	2026-01-30T22:37:44+00:00	2026-02-01T19:49:43+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	24.99								BOZEMAN	MT	59715-1739	US			false			false		
112-9200688-3927400	112-9200688-3927400	2026-01-30T21:48:54+00:00	2026-01-31T21:35:02+00:00	Cancelled	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Cancelled	0										SLIDELL	LA	70461-1338	US			false			false		
111-2792256-1779427	111-2792256-1779427	2026-01-30T17:15:27+00:00	2026-02-05T07:10:25+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	24.99	1.75							Palm Coast	Fl	32164	US			false			false		
112-2642621-9496256	112-2642621-9496256	2026-01-30T15:08:34+00:00	2026-02-05T07:10:00+00:00	Shipped	Amazon	Amazon.com			Expedited	URBANER Mustache Trimmer - 0.8" Wide Blade, Waterproof & Adjustable, 0.08"-0.55" Precision Settings, Lightweight Grooming Clipper with Japanese Steel	MB-042-FBA	B0842PLHY1	Shipped	1	USD	24.99	1.62							BOYNTON BEACH	FL	33436-7523	US			false			false		
